file_705.txt|0.0453|0.2362|0.0525|0.1155|0.0347|0.115|0.2791|0.1213
file_64.txt|0.0277|0.0904|0.041|0.0615|0.4351|0.3012|0.0165|0.0261
file_38.txt|0.0564|0.0489|0.0542|0.067|0.1901|0.4491|0.0752|0.0587
file_632.txt|0.0378|0.0254|0.1154|0.5718|0.0275|0.0515|0.0863|0.0839
file_151.txt|0.0927|0.3454|0.0333|0.0328|0.3412|0.0956|0.0123|0.0464
file_244.txt|0.4046|0.068|0.0794|0.1096|0.0631|0.1023|0.0843|0.0884
file_807.txt|0.1227|0.134|0.1115|0.0938|0.0905|0.097|0.1018|0.2483
file_784.txt|0.057|0.2131|0.1053|0.1172|0.0629|0.0629|0.0748|0.3064
file_339.txt|0.1179|0.1179|0.1179|0.1179|0.1745|0.1179|0.1179|0.1179
file_295.txt|0.1296|0.0548|0.3854|0.0343|0.2693|0.0339|0.0601|0.0323
file_762.txt|0.0898|0.0898|0.096|0.0883|0.1053|0.096|0.096|0.3383
file_88.txt|0.0739|0.0868|0.0907|0.0843|0.1669|0.3349|0.0881|0.0739
file_925.txt|0.1473|0.1413|0.1235|0.1116|0.1116|0.1155|0.1195|0.1294
file_84.txt|0.041|0.0448|0.0227|0.0327|0.1204|0.6567|0.0293|0.052
file_618.txt|0.0381|0.062|0.0639|0.6051|0.0479|0.0587|0.0794|0.0446
file_667.txt|0.075|0.1333|0.086|0.1014|0.0695|0.0904|0.3402|0.1036
file_453.txt|0.0253|0.3311|0.0284|0.2149|0.0353|0.0409|0.1145|0.2093
file_956.txt|0.0769|0.248|0.0637|0.128|0.1809|0.0787|0.166|0.0575
file_458.txt|0.0488|0.04|0.0663|0.5004|0.0324|0.0543|0.1594|0.0981
file_216.txt|0.3444|0.0763|0.103|0.116|0.1201|0.0653|0.0811|0.0934
file_999.txt|0.1073|0.4503|0.0366|0.0438|0.1699|0.0636|0.0491|0.079
file_160.txt|0.1486|0.1198|0.1157|0.1157|0.1527|0.1157|0.1157|0.1157
file_197.txt|0.245|0.1359|0.0562|0.0818|0.187|0.0789|0.0818|0.1329
file_326.txt|0.0946|0.1468|0.1738|0.1014|0.1586|0.0963|0.1014|0.1266
file_875.txt|0.0929|0.1315|0.096|0.0868|0.1161|0.0898|0.0898|0.2966
file_801.txt|0.0422|0.0992|0.0494|0.089|0.0558|0.0907|0.1086|0.4645
file_702.txt|0.0982|0.1579|0.211|0.0949|0.0999|0.0932|0.133|0.1115
file_789.txt|0.0392|0.1801|0.0401|0.0521|0.0921|0.0418|0.045|0.5094
file_127.txt|0.0964|0.0714|0.0739|0.0827|0.2287|0.2749|0.0964|0.0752
file_16.txt|0.06|0.0766|0.0564|0.0723|0.5405|0.0824|0.0463|0.0651
